carimbo,pol_comf,conspol_prof_nota,conspol_prof_ofens,conspol_prof_errad,conspol_col_ofens,conspol_redes,conspol_cod_cond,conspol_vidsoci,conspol_vidprofi,conspol_outro,rac_comf,consrac_prof_nota,consrac_prof_ofens,consrac_prof_errad,consrac_col_ofens,consrac_redes,consrac_cod_cond,consrac_vidsoci,consrac_vidprofi,consrac_outro,sex_comf,conssex_prof_nota,conssex_prof_ofens,conssex_prof_errad,conssex_col_ofens,conssex_redes,conssex_cod_cond,conssex_vidsoci,conssex_vidprofi,conssex_outro,gen_comf,consgen_prof_nota,consgen_prof_ofens,consgen_prof_errad,consgen_col_ofens,consgen_redes,consgen_cod_cond,consgen_vidsoci,consgen_vidprofi,consgen_outro,rel_comf,consrel_prof_nota,consrel_prof_ofens,consrel_prof_errad,consrel_col_ofens,consrel_redes,consrel_cod_cond,consrel_vidsoci,consrel_vidprofi,consrel_outro,adm_comf,consadm_prof_nota,consadm_prof_ofens,consadm_prof_errad,consadm_col_ofens,consadm_redes,consadm_cod_cond,consadm_vidsoci,consadm_vidprofi,consadm_outro,mat_comf,consmat_prof_nota,consmat_prof_ofens,consmat_prof_errad,consmat_col_ofens,consmat_redes,consmat_cod_cond,consmat_vidsoci,consmat_vidprofi,consmat_outro,percepfem,percepmasc,percepesq,percepdir,percepbran,perceppre,percepasi,percepric,perceppob,percephomo,percephet,perceptran,perceprel,percepate,percepoutro,tratgen,tratrac,tratpol,tratrel,tratsex,tratclas,compalunos,compprofs,compadm,incentidivers,idade,nivel,academic,area,sexo,trasn,orisex,class,raca,rel,denom_pol,espectro_econ,espectro_cult,uf,cidade
2021/11/09 5:59:45 PM GMT-5,Relutante,Nem um pouco preocupado,Moderadamente preocupado,Moderadamente preocupado,Um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Muito preocupado,Moderadamente preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Maioria tem posições próximas à minha,Maioria à direita,4. Frequentemente,19.0,Superior - início da graduação (primeiros dois semestres),Não,Engenharias,Masculino,Não,Heterosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Não sei,Espiritualidade não-religiosa,Não penso muito sobre isso,Centro,Centro-Esquerda,PR,Cambé
2021/11/09 6:10:54 PM GMT-5,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Um pouco preocupado,Um pouco preocupado,Muito preocupado,Um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Nem um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Muito preocupado,Moderadamente preocupado,Muito preocupado,Muito preocupado,Nem um pouco preocupado,,Relutante,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,,Poucas vezes por ano,"Uma vez por ano, ou menos","Uma vez por ano, ou menos",Poucas vezes por ano,Nunca,Nunca,Maioria tem posições próximas à minha,Maioria à direita,Maioria à direita,2. Raramente,18.0,Superior - início da graduação (primeiros dois semestres),Não,Prefiro não responder,Feminino,Não,Heterosexual,"Menos de dois salários mínimos (Até R$ 2.200,00).",Amarelo / Oriental,Ateísta,Prefiro não responder,Prefiro não responder,Esquerda,PR,Londrina
2021/11/09 6:30:33 PM GMT-5,Confortável,,,,,,,,,,Relutante,Moderadamente preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Moderadamente preocupado,Moderadamente preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Menos confortáveis que o aluno médio,,Nunca,Nunca,Nunca,"Uma vez por ano, ou menos",Nunca,"Uma vez por ano, ou menos",Maioria à esquerda,Maioria tem posições próximas à minha,Não sei responder,2. Raramente,18.0,Superior - início da graduação (primeiros dois semestres),Não,Prefiro não responder,Masculino,Não,Bisexual,"De dois a quatro salários mínimos (R$  2.200,01 a R$ 4.400,00).",Pardo / Mestiço,Ateísta,Libertário/a,Direita,Direita,PR,Londrina
2021/11/09 6:51:16 PM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,,Nunca,Nunca,"Uma vez por ano, ou menos",Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,5. Sempre,43.0,Superior - início da graduação (primeiros dois semestres),Não sei,Ciências Exatas e da Terra,Masculino,Não,Heterosexual,"De dois a quatro salários mínimos (R$  2.200,01 a R$ 4.400,00).",Pardo / Mestiço,Cristão: outra denominação,Socialista,Esquerda,Esquerda,PR,Londrina
2021/11/09 6:54:54 PM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,4. Frequentemente,20.0,Superior - início da graduação (primeiros dois semestres),Sim,Ciências Exatas e da Terra,Masculino,Não,Heterosexual,Não sei.,Branco / Caucasiano,Prefiro não responder,Não penso muito sobre isso,Apolítico / Não penso muito sobre isso,Apolítico / Não penso muito sobre isso,PR,Londrina
2021/11/09 6:56:19 PM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Maioria tem posições próximas à minha,Não sei responder,Não sei responder,3. Ocasionalmente,18.0,Superior - início da graduação (primeiros dois semestres),Não sei,Prefiro não responder,Masculino,Não,Heterosexual,"De dois a quatro salários mínimos (R$  2.200,01 a R$ 4.400,00).",Branco / Caucasiano,Ateísta,Prefiro não responder,Centro-Direita,Centro-Esquerda,PR,Londrina
2021/11/09 6:57:35 PM GMT-5,Relutante,Muito preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,,Relutante,Muito preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,,Relutante,Muito preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,,Relutante,Muito preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,,Relutante,Muito preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,3. Ocasionalmente,18.0,Superior - início da graduação (primeiros dois semestres),Não,Engenharias,Masculino,Não,Heterosexual,Prefiro não responder.,Amarelo / Oriental,Cristão: Católico,Prefiro não responder,Prefiro não responder,Prefiro não responder,PR,Londrina
2021/11/09 6:59:04 PM GMT-5,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,,Poucas vezes por ano,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,3. Ocasionalmente,18.0,Superior - início da graduação (primeiros dois semestres),Não,Engenharias,Feminino,Não,Heterosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Branco / Caucasiano,Cristão: Católico,Liberal,Apolítico / Não penso muito sobre isso,Apolítico / Não penso muito sobre isso,PA,Londrina
2021/11/09 6:59:56 PM GMT-5,Relutante,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Relutante,Nem um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Muito preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Relutante,Nem um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Muito preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Relutante,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,,Nunca,Nunca,Poucas vezes por ano,Poucas vezes por ano,"Uma vez por ano, ou menos",Poucas vezes por ano,Não sei responder,Não sei responder,Maioria à direita,3. Ocasionalmente,20.0,Superior - início da graduação (primeiros dois semestres),Não,Engenharias,Masculino,Não,Heterosexual,Prefiro não responder.,Branco / Caucasiano,Cristão: Protestante,Liberal,Ultradireita,Direita,PR,Londrina
2021/11/09 7:00:44 PM GMT-5,Relutante,Muito preocupado,Um pouco preocupado,Moderadamente preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Muito preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Menos confortáveis que o aluno médio,,Nunca,Nunca,"Uma vez por ano, ou menos",Poucas vezes por ano,Nunca,Poucas vezes por ano,Maioria à direita,Maioria tem posições próximas à minha,Maioria à direita,4. Frequentemente,17.0,Superior - início da graduação (primeiros dois semestres),Sim,Engenharias,Masculino,Não,Heterosexual,"Mais de vinte salários mínimos (R$ 22.000,01 ou mais).",Pardo / Mestiço,Cristão: Protestante,Não penso muito sobre isso,Centro-Esquerda,Centro-Direita,PR,Rolandia 
2021/11/09 7:03:55 PM GMT-5,Relutante,Moderadamente preocupado,Moderadamente preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Moderadamente preocupado,Um pouco preocupado,,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Relutante,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Muito preocupado,Muito preocupado,Moderadamente preocupado,Muito preocupado,"Pouco ou quase nada de fala sobre diversidade na unifil. O ambiente e de desconforto total para pessoas LGBT. A diversidade existe na vida, mas pra unifil passa batido :'(",Relutante,Um pouco preocupado,Moderadamente preocupado,Moderadamente preocupado,Moderadamente preocupado,Muito preocupado,Muito preocupado,Moderadamente preocupado,Moderadamente preocupado,Gênero não se discute numa instituição em que o feminismo entra em pauta como uma coisa negativa e ruim a sociedade. Lastimável! ,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Nem um pouco preocupado,Um pouco preocupado,,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Relutante,Moderadamente preocupado,Moderadamente preocupado,Moderadamente preocupado,Um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Nem um pouco preocupado,Moderadamente preocupado,,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Não sei responder,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,"Deficientes;
Idosos;
Bolsistas;
Alunos pagantes;",Nunca,Nunca,Poucas vezes por ano,Nunca,Poucas vezes por ano,Mais ou menos uma vez por mês,Não sei responder,Maioria à direita,Maioria à direita,1. Nunca,23.0,Superior - meio da graduação,Não sei,Ciências Sociais Aplicadas,Masculino,Não,Bisexual,"Menos de dois salários mínimos (Até R$ 2.200,00).",Branco / Caucasiano,Não penso muito sobre isso,Não penso muito sobre isso,Centro-Esquerda,Centro-Esquerda,PR,Londrina
2021/11/09 7:06:51 PM GMT-5,Relutante,Muito preocupado,Moderadamente preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,,Nunca,Nunca,Nunca,Nunca,Nunca,"Uma vez por ano, ou menos",Maioria à direita,Não sei responder,Não sei responder,4. Frequentemente,19.0,Superior - início da graduação (primeiros dois semestres),Prefiro não responder,Engenharias,Masculino,Não,Heterosexual,"De dez a vinte salários mínimos (R$ 11.000,01 a R$ 22.000,00).",Branco / Caucasiano,Espiritualidade não-religiosa,Social Consevador/Progressista,Esquerda,Direita,PR,Londrina
2021/11/09 7:20:43 PM GMT-5,Relutante,Muito preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Moderadamente preocupado,Moderadamente preocupado,Um pouco preocupado,Muito preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Não sei responder,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Não sei responder,Tão confortáveis quanto o aluno médio,Não sei responder,Não sei responder,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Não sei responder,Não sei responder,Mais confortáveis que o aluno médio,,Nunca,Nunca,"Uma vez por ano, ou menos",Nunca,Nunca,"Uma vez por ano, ou menos",Não sei responder,Não sei responder,Maioria à direita,2. Raramente,1.0,Prefiro não responder,Não sei,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder.,Prefiro não responder,Espiritualidade não-religiosa,Não penso muito sobre isso,Centro-Direita,Centro-Esquerda,Prefiro não responder,Prefiro não responder
2021/11/09 7:50:10 PM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,"Alunos com deficiência física, ou alunos com problemas de peso (obesidade ou anorexia)",Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,2. Raramente,37.0,Superior - início da graduação (primeiros dois semestres),Não sei,Ciências Exatas e da Terra,Masculino,Não,Heterosexual,Prefiro não responder.,Branco / Caucasiano,Espiritualidade não-religiosa,Prefiro não responder,Centro-Esquerda,Centro-Esquerda,PR,Londrina
2021/11/09 8:29:46 PM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,,Nunca,Nunca,Nunca,Nunca,Mais ou menos uma vez por mês,Nunca,Não sei responder,Não sei responder,Não sei responder,3. Ocasionalmente,18.0,Prefiro não responder,Sim,Ciências Exatas e da Terra,Masculino,Não,Prefiro não responder,Não sei.,Amarelo / Oriental,Budista,Não penso muito sobre isso,Apolítico / Não penso muito sobre isso,Apolítico / Não penso muito sobre isso,SP,Presidente Prudente
2021/11/09 8:51:45 PM GMT-5,Relutante,Moderadamente preocupado,Moderadamente preocupado,Um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Muito preocupado,Moderadamente preocupado,Um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Maioria à direita,Maioria à direita,Maioria à direita,2. Raramente,22.0,Superior - final da graduação (últimos dois semestres),Não,Ciências Exatas e da Terra,Masculino,Não,Heterosexual,"Menos de dois salários mínimos (Até R$ 2.200,00).",Branco / Caucasiano,Ateísta,Liberal,Direita,Centro-Esquerda,PR,Londrina
2021/11/09 9:14:11 PM GMT-5,Relutante,Um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Um pouco preocupado,Muito preocupado,Muito preocupado,Um pouco preocupado,Muito preocupado,Criar um clima desconfortável com os professores ,Confortável,,,,,,,,,,Relutante,Um pouco preocupado,Moderadamente preocupado,Muito preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Moderadamente preocupado,Um pouco preocupado,,Relutante,Moderadamente preocupado,Um pouco preocupado,Moderadamente preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,,Relutante,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,,Nunca,Nunca,Poucas vezes por ano,Nunca,"Uma vez por ano, ou menos",Nunca,Maioria à direita,Maioria à direita,Não sei responder,2. Raramente,23.0,Superior - final da graduação (últimos dois semestres),Sim,Ciências Exatas e da Terra,Masculino,Não,Bisexual,"De dois a quatro salários mínimos (R$  2.200,01 a R$ 4.400,00).",Pardo / Mestiço,Cristão: Católico,Progressista,Centro-Esquerda,Centro-Esquerda,PR,Arapongas
2021/11/10 7:44:33 AM GMT-5,Confortável,,,,,,,,,,Relutante,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Nem um pouco preocupado,Moderadamente preocupado,Moderadamente preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Mais confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,,Nunca,Nunca,Poucas vezes por ano,Mais ou menos uma vez por mês,Nunca,Nunca,Maioria à esquerda,Maioria à direita,Maioria à direita,1. Nunca,19.0,Superior - início da graduação (primeiros dois semestres),Sim,Ciências Exatas e da Terra,Masculino,Não,Bisexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Branco / Caucasiano,Cristão: Católico,Liberal,Direita,Esquerda,PR,Londrina
